Device,Phase Reward,Recyclable Score,CO2 Emission Saved,Other Savings,CPU,Memory,Battery,Display,Keyboard,Plastics,Metals,Copper,Aluminum,Gold,Silver,Lead,Tin,Nickel,Zinc
Set-top Box,26.04,0,3.89,5.52,25.0,41.0,,,,12,17.0,0.0,1.23,0.0,0.0,1.83,1.7,1.38,2.82
Hard Drive,43.05,1,6.59,1.53,,17.0,,,,49,14.0,3.4,0.1,0.0,1.14,3.0,1.23,2.87,0.78
Server,83.46,1,3.55,6.26,45.0,15.0,,,,35,42.0,0.0,1.69,3.33,2.65,1.24,0.0,0.0,2.52
Hard Drive,74.2,1,3.57,7.47,,48.0,,,,22,32.0,0.7,0.76,0.0,0.53,0.65,0.92,3.63,3.45
Router,74.65,0,2.53,12.97,29.0,21.0,,,,42,10.0,0.31,0.0,0.0,0.26,3.81,4.54,0.78,0.07
Air Conditioner,71.05,0,1.78,12.05,,,,,,11,49.0,0.86,0.0,0.0,0.0,0.32,0.0,0.0,4.68
Game Console,71.84,0,6.74,13.28,32.0,34.0,,10.0,,19,44.0,0.0,3.27,2.18,3.03,1.22,0.0,0.03,0.0
Microwave,65.42,0,7.08,9.97,,,,,,47,40.0,1.81,2.32,1.2,2.94,1.32,1.09,0.89,0.0
Tablet,95.78,1,0.58,7.43,41.0,23.0,42.0,19.0,,48,21.0,2.82,1.47,2.51,4.05,0.0,0.0,0.0,1.99
Fax Machine,89.54,0,3.7,4.31,,,,16.0,18.0,11,43.0,0.67,0.0,0.0,4.06,0.0,0.0,0.54,4.09
Smartwatch,52.39,0,8.94,1.21,12.0,30.0,18.0,34.0,,36,,0.33,0.0,0.43,4.65,0.0,2.62,0.0,3.78
Microwave,40.28,1,2.39,14.73,,,,,,39,27.0,3.44,4.15,2.5,0.0,0.0,2.43,0.29,3.66
Television,27.77,0,8.84,10.09,,,,49.0,,29,43.0,1.58,1.32,0.0,1.54,3.89,2.2,1.94,3.54
Accessories,48.16,1,0.18,0.38,,,,,,12,36.0,4.34,4.91,0.05,0.0,3.82,4.59,1.41,0.72
Laptop,99.98,1,6.53,5.77,44.0,21.0,40.0,14.0,34.0,41,41.0,0.77,4.8,0.0,0.0,1.49,4.93,4.51,1.84
Printer,80.39,1,7.63,14.53,,27.0,,,18.0,22,17.0,4.12,0.25,0.0,0.0,0.77,3.22,0.0,0.0
Washing Machine,69.11,1,1.97,8.86,,,,,,29,28.0,3.87,2.99,4.4,2.88,3.25,0.63,0.0,4.96
Accessories,23.68,0,2.03,0.37,,,,,,30,28.0,0.66,0.0,4.56,3.11,0.74,3.76,2.2,0.17
Tablet,64.89,0,9.48,12.42,30.0,31.0,20.0,45.0,,14,50.0,3.07,1.02,0.0,2.72,2.23,0.0,0.0,1.14
Tablet,85.0,0,5.76,3.86,49.0,34.0,30.0,17.0,,44,24.0,1.67,0.0,0.0,2.63,2.7,0.0,4.19,0.0
Refrigerator,21.51,0,1.61,6.19,,,,,,39,29.0,0.0,0.0,4.15,0.0,1.95,4.37,4.93,3.81
Server,75.58,0,1.78,12.55,30.0,27.0,,,,45,12.0,0.0,4.85,3.25,3.11,1.86,0.93,1.98,3.91
Router,90.26,1,4.37,6.86,10.0,23.0,,,,25,33.0,0.0,0.0,0.0,3.07,2.66,0.54,0.0,3.7
Projector,68.27,0,2.29,8.47,,,,22.0,,23,19.0,4.84,0.0,1.47,0.0,2.46,3.12,0.54,0.0
Scanner,57.67,0,1.84,10.6,,,,24.0,,16,35.0,2.47,2.04,4.04,2.3,1.84,0.0,3.49,0.5
Monitor,89.73,0,5.87,5.26,,,,41.0,,41,27.0,0.0,0.75,0.65,1.52,3.24,0.0,0.0,4.68
Smartwatch,93.57,1,0.3,12.03,38.0,24.0,10.0,36.0,,35,,0.84,0.01,3.54,0.9,0.0,2.86,0.0,3.83
UPS,77.43,0,7.57,0.24,,,37.0,,,44,42.0,0.35,3.88,1.59,4.57,4.08,2.47,2.28,1.99
Printer,97.97,1,3.45,7.4,,10.0,,,18.0,24,24.0,0.0,0.0,0.7,4.26,3.55,0.0,0.0,0.19
Air Conditioner,38.4,0,1.26,14.07,,,,,,42,39.0,0.0,1.67,2.81,4.04,0.58,0.0,0.0,2.97
Other,60.62,1,8.55,0.5,,,,,,21,15.0,0.0,2.99,0.0,0.16,0.0,0.29,3.4,0.01
Mobile,68.36,0,9.83,9.6,26.0,14.0,47.0,26.0,,38,44.0,0.55,4.18,4.46,1.88,1.24,1.0,1.54,4.54
Desktop,81.95,1,9.81,14.59,13.0,49.0,,,24.0,19,32.0,0.0,2.39,0.0,1.56,0.0,4.18,0.0,1.45
Fax Machine,51.9,1,8.85,7.28,,,,15.0,32.0,13,47.0,0.02,1.16,2.18,3.93,2.3,2.45,2.97,1.42
Desktop,81.51,0,6.63,2.71,23.0,37.0,,,28.0,19,43.0,1.62,2.08,1.11,4.8,0.0,1.0,1.26,0.0
Modem,35.21,0,8.04,5.44,33.0,23.0,,,,21,13.0,0.62,2.66,4.84,2.46,0.0,2.78,0.2,0.0
Set-top Box,92.46,0,3.04,5.92,20.0,16.0,,,,49,25.0,0.0,3.81,0.0,4.84,3.91,0.0,0.48,3.23
Desktop,41.67,1,1.03,5.14,17.0,31.0,,,32.0,13,44.0,0.33,0.61,3.45,0.0,4.98,0.0,4.41,0.0
Coffee Machine,86.54,1,5.44,12.41,,,,,,45,21.0,2.31,1.34,3.03,0.0,0.47,3.41,4.35,4.44
Television,62.83,1,5.65,14.57,,,,34.0,,11,19.0,0.0,0.0,3.87,1.97,3.51,0.0,0.39,0.0
Set-top Box,94.75,0,1.66,11.29,12.0,40.0,,,,50,25.0,2.27,2.34,3.27,4.95,3.56,2.26,0.0,0.0
Camera,62.7,1,6.16,10.46,,22.0,,16.0,,10,44.0,3.0,3.68,0.99,0.0,3.42,0.0,0.35,0.75
Projector,58.32,0,6.42,5.41,,,,38.0,,21,45.0,1.74,4.25,0.0,3.92,2.85,2.29,0.39,0.05
Set-top Box,23.79,1,0.65,1.48,14.0,33.0,,,,36,28.0,0.0,0.0,0.98,4.58,4.2,1.27,3.9,0.01
Set-top Box,95.51,0,6.0,14.13,33.0,47.0,,,,13,50.0,3.53,1.7,1.59,0.0,4.87,0.25,0.0,4.99
Monitor,76.25,1,0.55,10.6,,,,47.0,,24,40.0,0.93,1.36,4.53,0.95,4.45,2.68,0.53,0.0
Game Console,80.82,0,9.09,11.77,17.0,27.0,,33.0,,11,50.0,1.91,1.27,0.76,0.04,3.45,0.47,1.66,0.0
Tablet,90.79,1,3.46,8.75,14.0,33.0,24.0,42.0,,17,46.0,0.0,0.0,2.51,1.46,0.77,0.0,0.0,2.38
Other,96.08,1,6.62,3.88,,,,,,14,41.0,0.54,0.0,2.45,2.05,1.45,1.76,4.87,1.31
Scanner,39.11,1,7.86,6.02,,,,11.0,,15,28.0,0.0,4.89,3.85,3.47,3.8,2.24,0.56,0.0
Air Conditioner,42.04,0,4.8,10.85,,,,,,31,28.0,0.39,4.07,0.51,3.16,2.85,0.33,0.16,2.76
Router,71.13,0,8.53,1.42,32.0,24.0,,,,15,27.0,0.0,0.57,2.36,1.67,0.0,1.58,0.0,4.12
Monitor,46.98,0,5.71,7.89,,,,18.0,,49,14.0,1.29,0.0,3.17,0.0,3.34,1.79,2.02,1.5
Set-top Box,52.31,1,7.25,6.96,48.0,14.0,,,,13,46.0,4.14,1.66,0.0,0.0,4.6,0.94,2.13,0.85
Printer,21.99,1,3.43,12.31,,31.0,,,30.0,17,30.0,0.0,3.54,3.73,3.12,0.0,0.0,0.0,3.1
Microwave,37.11,0,3.83,5.87,,,,,,14,43.0,1.58,2.5,1.6,0.0,2.22,2.76,2.29,1.58
Hard Drive,93.4,0,2.91,11.96,,24.0,,,,44,47.0,0.0,4.11,2.26,0.04,0.0,0.0,0.76,0.0
Modem,98.27,1,8.22,7.23,37.0,36.0,,,,30,30.0,3.8,1.35,0.09,0.48,1.23,4.19,0.0,0.0
Microwave,31.26,0,0.63,7.16,,,,,,35,22.0,0.0,0.19,0.0,0.27,0.0,0.35,2.03,0.0
Television,41.26,0,3.63,5.04,,,,13.0,,14,28.0,1.28,4.88,2.93,0.15,4.8,0.0,0.0,0.0
Desktop,75.02,0,2.07,6.53,27.0,15.0,,,49.0,50,42.0,1.32,0.0,2.82,1.7,1.34,4.0,2.01,2.27
Tablet,33.99,1,3.21,10.65,43.0,25.0,38.0,40.0,,19,12.0,2.56,0.0,4.92,0.0,1.29,2.92,4.72,4.95
Other,70.87,0,7.62,2.16,,,,,,47,31.0,0.0,2.97,2.75,0.0,1.54,4.54,3.79,1.12
Desktop,46.0,1,8.18,14.67,36.0,17.0,,,45.0,17,44.0,4.94,0.0,0.0,0.0,4.6,0.0,0.0,1.01
Game Console,57.15,0,6.52,11.39,44.0,43.0,,28.0,,43,24.0,0.0,3.28,0.0,0.07,4.56,1.95,4.93,0.0
Game Console,66.41,0,5.48,7.59,30.0,19.0,,35.0,,32,41.0,0.0,1.15,0.0,4.51,0.15,0.96,4.65,1.7
Mobile,21.65,0,8.91,10.7,21.0,31.0,36.0,25.0,,47,35.0,0.85,1.72,0.63,3.3,4.09,4.61,0.0,0.0
Router,38.68,0,4.45,9.68,48.0,26.0,,,,47,31.0,0.94,4.1,0.83,0.0,3.92,3.48,4.5,4.44
Refrigerator,48.86,1,6.9,3.96,,,,,,31,14.0,1.0,2.77,3.41,0.0,2.06,1.99,0.0,4.01
Router,73.64,0,9.41,3.02,43.0,12.0,,,,32,39.0,1.54,0.0,0.0,0.8,3.16,0.0,1.68,0.0
UPS,95.52,0,6.5,5.09,,,35.0,,,20,41.0,4.73,3.75,0.0,0.74,3.38,0.0,0.0,0.37
Monitor,47.41,1,9.86,13.02,,,,33.0,,11,39.0,0.93,0.0,3.63,2.84,1.35,4.36,0.05,0.0
Projector,55.8,0,3.46,10.89,,,,38.0,,48,35.0,3.2,3.88,0.85,0.29,1.16,0.0,0.27,1.37
Camera,83.03,1,9.87,10.98,,31.0,,49.0,,44,32.0,0.0,2.1,3.31,3.42,4.13,1.06,0.0,1.35
Hard Drive,39.91,1,6.08,5.02,,20.0,,,,46,19.0,0.0,0.3,0.0,0.0,2.72,4.48,2.75,1.67
Modem,50.68,1,1.21,10.91,50.0,35.0,,,,30,44.0,0.05,3.43,1.28,2.24,0.39,2.53,0.0,0.0
Fax Machine,81.24,0,6.03,2.98,,,,42.0,19.0,24,25.0,0.0,3.13,2.94,4.25,4.87,2.72,2.75,0.0
Monitor,55.0,1,1.01,7.71,,,,43.0,,24,32.0,0.2,4.4,3.58,4.51,1.51,4.23,0.6,1.61
Router,22.1,1,6.6,10.2,39.0,48.0,,,,45,25.0,0.74,1.43,0.0,1.0,3.42,2.62,3.65,2.31
Desktop,44.09,0,3.42,2.72,47.0,42.0,,,24.0,35,10.0,4.57,0.0,0.0,3.18,0.99,3.0,4.91,0.76
Desktop,23.84,0,1.61,4.62,36.0,11.0,,,21.0,26,33.0,4.47,0.73,1.3,1.47,1.26,0.0,1.25,1.67
Tablet,34.98,1,3.73,13.33,21.0,40.0,32.0,40.0,,37,34.0,0.0,3.84,4.85,0.42,0.0,0.0,2.28,0.0
Mobile,71.3,1,1.31,10.35,15.0,38.0,16.0,25.0,,18,42.0,0.0,3.87,0.0,0.0,0.0,1.57,3.57,2.27
Desktop,40.39,1,2.23,1.91,16.0,45.0,,,41.0,22,32.0,2.24,3.86,0.52,0.54,1.11,1.05,4.19,0.0
Coffee Machine,70.09,1,1.58,3.54,,,,,,35,28.0,0.0,0.0,0.2,2.79,0.0,0.0,3.71,1.95
Smartwatch,59.23,1,4.33,2.81,36.0,40.0,43.0,32.0,,45,,1.14,0.0,2.55,3.45,4.29,2.31,0.0,0.0
Set-top Box,82.46,0,8.14,13.0,15.0,43.0,,,,35,24.0,0.0,1.74,2.8,2.35,3.74,0.51,0.5,0.0
Projector,86.68,0,3.88,4.29,,,,28.0,,50,38.0,1.53,2.34,0.56,1.85,0.0,0.32,2.88,0.0
Server,94.85,1,8.96,0.65,29.0,30.0,,,,28,21.0,0.0,0.66,0.0,1.31,3.9,0.0,4.73,0.0
Smartwatch,96.14,1,3.24,13.99,49.0,47.0,47.0,29.0,,43,,1.18,4.06,4.81,2.29,1.01,0.0,0.0,2.12
Laptop,83.99,0,1.73,8.72,48.0,28.0,34.0,31.0,27.0,34,39.0,0.27,1.42,2.67,0.0,1.77,3.44,2.1,0.71
Projector,66.11,1,4.4,4.85,,,,41.0,,24,39.0,0.0,2.09,0.0,0.0,1.49,4.98,0.0,0.0
Camera,34.4,0,8.76,3.7,,33.0,,36.0,,37,46.0,4.27,3.1,0.0,0.17,0.0,0.0,0.51,3.3
Television,95.91,0,4.33,2.18,,,,28.0,,43,34.0,4.71,2.47,0.06,2.39,1.24,3.09,0.0,0.0
Monitor,23.4,1,5.31,2.96,,,,49.0,,11,32.0,0.0,2.14,0.0,0.28,4.92,4.66,1.44,0.1
Smartwatch,86.92,0,6.57,9.02,21.0,26.0,10.0,37.0,,29,,0.0,2.44,4.99,3.0,2.02,0.0,3.16,3.24
UPS,50.35,0,1.71,12.11,,,45.0,,,50,10.0,0.0,3.7,0.0,2.48,0.0,0.43,3.82,2.61
Washing Machine,21.02,1,0.12,6.61,,,,,,35,37.0,0.74,0.0,3.4,0.0,4.04,2.44,0.6,0.0
Washing Machine,78.19,1,6.54,11.93,,,,,,14,35.0,2.88,0.0,3.54,3.23,0.0,1.74,3.96,1.54
Microwave,37.92,1,0.35,2.07,,,,,,28,44.0,0.33,0.84,0.0,0.0,0.0,0.0,0.09,0.0
Set-top Box,69.64,0,5.56,1.51,25.0,35.0,,,,19,37.0,0.08,0.0,2.41,3.65,4.24,1.69,0.0,0.62
Set-top Box,33.23,1,1.3,2.85,36.0,25.0,,,,29,35.0,0.0,1.53,0.0,2.45,3.07,0.61,2.52,2.12
Scanner,82.43,1,9.63,0.01,,,,38.0,,44,17.0,3.38,3.68,0.41,4.36,0.0,3.03,3.53,4.65
Modem,76.96,0,1.32,14.8,46.0,19.0,,,,29,25.0,4.71,0.0,2.65,0.84,0.0,3.46,3.36,3.21
Air Conditioner,31.87,0,8.46,8.5,,,,,,21,47.0,0.47,1.82,4.27,2.16,0.0,0.0,4.59,0.0
Refrigerator,48.99,1,1.17,6.6,,,,,,49,43.0,0.0,0.0,0.0,0.0,2.88,3.16,1.09,0.45
Refrigerator,89.78,1,2.41,1.36,,,,,,36,41.0,0.0,1.95,2.88,3.57,2.6,0.31,0.0,0.1
Laptop,73.56,0,6.03,10.41,18.0,29.0,35.0,48.0,16.0,48,10.0,0.0,4.83,0.0,0.0,4.88,0.0,3.29,0.77
Modem,52.11,1,8.24,14.52,17.0,27.0,,,,30,18.0,0.3,1.57,0.0,1.0,0.97,1.72,0.27,0.16
Desktop,60.85,1,4.6,9.53,21.0,25.0,,,18.0,28,49.0,4.05,0.0,0.0,0.0,2.11,1.62,2.28,1.45
Projector,37.31,1,0.33,2.0,,,,24.0,,37,33.0,0.0,3.67,4.56,4.7,0.0,0.0,4.36,0.05
Mobile,92.92,0,4.81,13.37,26.0,49.0,32.0,19.0,,37,32.0,2.65,1.3,0.0,0.22,0.0,0.0,1.01,4.32
Other,22.68,0,6.65,0.61,,,,,,50,20.0,0.41,0.0,0.0,2.82,0.47,1.99,3.65,0.0
Set-top Box,46.58,1,1.21,8.38,20.0,28.0,,,,19,20.0,0.0,0.0,0.0,1.41,2.15,2.66,3.8,0.0
UPS,90.45,1,6.94,8.38,,,16.0,,,15,47.0,1.9,0.0,1.14,3.95,2.81,3.59,2.88,2.68
Set-top Box,35.85,0,2.5,14.61,19.0,19.0,,,,34,42.0,0.76,1.0,2.21,3.15,2.09,0.12,0.17,0.0
Microwave,40.32,0,7.62,6.48,,,,,,25,46.0,2.94,0.0,0.18,0.79,1.09,0.0,0.0,0.97
Camera,94.88,1,7.11,9.9,,34.0,,32.0,,28,41.0,0.0,3.7,2.5,0.0,2.9,0.0,0.36,2.45
Desktop,25.55,0,0.83,7.88,41.0,34.0,,,47.0,18,10.0,4.44,2.77,4.55,0.0,0.0,0.81,2.65,2.24
Accessories,50.44,0,9.29,6.01,,,,,,15,39.0,3.44,3.85,0.0,0.32,0.0,4.02,2.55,3.25
UPS,79.06,0,3.91,6.1,,,24.0,,,38,14.0,4.96,0.1,0.0,2.65,0.76,1.25,3.08,1.23
Hard Drive,43.67,1,1.38,7.46,,28.0,,,,18,49.0,1.7,3.23,3.23,1.57,2.58,2.63,3.86,0.0
Laptop,89.76,1,7.96,10.27,31.0,23.0,20.0,14.0,32.0,12,27.0,0.0,1.79,0.0,0.68,1.73,0.0,0.0,2.87
Fax Machine,67.24,1,6.91,13.42,,,,44.0,27.0,19,23.0,1.54,2.74,4.39,1.2,0.0,3.97,0.0,2.03
Refrigerator,69.19,1,6.01,4.68,,,,,,16,24.0,0.41,1.04,0.0,0.96,0.0,3.03,3.99,2.0
Router,59.76,1,5.79,8.13,32.0,32.0,,,,39,38.0,0.0,0.19,0.0,1.53,2.11,0.0,2.51,0.0
Microwave,47.59,1,8.2,9.62,,,,,,24,45.0,2.97,0.0,3.72,3.03,0.43,2.51,1.67,1.71
Refrigerator,94.58,0,5.3,10.52,,,,,,49,33.0,1.11,2.59,4.7,1.03,1.16,0.0,4.27,3.45
Mobile,99.6,1,7.56,12.37,25.0,18.0,18.0,21.0,,48,43.0,0.0,0.0,1.09,4.35,0.0,4.05,0.0,3.75
Desktop,42.08,0,0.31,7.66,13.0,28.0,,,40.0,11,33.0,1.36,1.24,2.51,0.0,1.35,3.66,0.0,0.8
Smartwatch,84.67,0,3.09,5.11,22.0,49.0,22.0,17.0,,17,,2.02,2.22,0.0,0.0,0.0,0.91,2.63,0.26
Desktop,68.19,1,4.52,4.94,41.0,10.0,,,44.0,50,15.0,0.26,0.0,0.94,0.75,0.6,0.0,0.0,2.93
Monitor,44.06,0,1.24,8.08,,,,40.0,,30,30.0,0.0,4.4,4.7,0.37,0.0,0.0,3.59,4.0
Monitor,84.52,0,9.36,5.89,,,,19.0,,43,42.0,0.0,0.0,0.43,0.0,4.06,2.56,3.84,4.87
Desktop,58.34,1,7.78,11.64,36.0,40.0,,,23.0,16,35.0,0.14,3.84,1.2,0.0,4.66,0.0,4.97,0.0
Refrigerator,91.82,0,9.39,10.57,,,,,,14,14.0,1.17,0.23,0.0,1.6,2.08,1.83,0.0,4.74
Laptop,75.94,1,2.94,0.33,13.0,24.0,47.0,47.0,22.0,33,30.0,0.0,0.0,1.6,2.58,4.44,0.0,2.99,0.0
Projector,66.42,1,4.46,9.04,,,,21.0,,22,23.0,4.54,0.0,3.13,0.78,2.15,1.16,0.46,4.53
Monitor,54.24,1,7.2,7.62,,,,20.0,,50,28.0,2.61,0.0,3.83,2.62,4.59,2.14,0.0,0.7
Scanner,65.83,1,4.72,3.79,,,,30.0,,37,37.0,0.0,0.21,3.93,0.94,1.75,4.24,1.34,2.73
Game Console,57.09,0,6.54,3.07,45.0,18.0,,46.0,,45,27.0,0.41,0.26,4.0,3.66,3.79,0.0,0.0,1.37
Router,35.93,1,0.04,1.0,17.0,46.0,,,,22,37.0,1.01,4.21,0.0,3.44,1.93,4.65,0.84,4.63
Monitor,50.93,0,9.62,13.41,,,,23.0,,44,10.0,3.33,1.98,4.78,0.73,0.88,2.3,0.0,0.0
Printer,85.27,1,8.4,3.17,,22.0,,,22.0,32,24.0,1.18,2.31,0.73,3.53,1.81,4.7,4.39,0.0
Washing Machine,49.06,1,7.04,12.78,,,,,,35,41.0,2.11,0.09,2.3,4.68,1.19,2.44,3.96,2.25
Fax Machine,25.55,0,3.01,8.25,,,,48.0,12.0,36,33.0,2.31,0.0,0.0,3.76,0.89,0.52,0.0,3.98
Modem,64.14,1,6.37,0.57,36.0,47.0,,,,42,46.0,1.28,0.89,0.0,0.0,2.67,0.0,0.0,0.95
Scanner,88.7,1,3.31,2.47,,,,15.0,,35,12.0,0.0,3.85,4.9,0.0,0.65,2.71,0.0,0.0
Printer,49.53,0,0.13,4.37,,18.0,,,34.0,26,32.0,3.71,0.0,3.83,1.15,3.7,0.0,1.34,1.47
Game Console,55.27,0,0.74,6.88,25.0,20.0,,34.0,,39,41.0,1.84,0.0,3.6,0.92,0.06,3.21,0.82,3.69
Microwave,81.68,1,2.6,0.41,,,,,,39,41.0,0.0,2.87,1.41,0.0,2.24,0.0,2.94,3.94
UPS,60.97,1,0.52,14.49,,,13.0,,,28,33.0,4.51,2.66,0.0,1.02,0.0,0.92,2.67,0.0
Desktop,76.58,1,1.6,6.02,36.0,23.0,,,10.0,10,17.0,3.65,2.54,3.66,0.04,0.78,0.0,2.83,0.0
Coffee Machine,73.89,0,3.89,9.74,,,,,,47,49.0,3.63,3.14,3.24,0.24,4.35,3.04,2.57,3.43
Air Conditioner,75.17,1,4.04,12.32,,,,,,44,20.0,0.0,1.96,3.99,0.29,2.48,2.48,4.52,0.0
Printer,84.32,1,9.96,11.39,,38.0,,,35.0,25,47.0,4.64,3.46,2.6,4.94,0.0,0.0,0.61,4.02
Desktop,29.94,1,0.21,8.92,32.0,27.0,,,17.0,29,48.0,0.0,4.52,0.95,0.91,0.0,0.0,0.0,3.33
Accessories,62.45,1,7.41,8.41,,,,,,10,49.0,0.0,3.83,3.6,2.45,0.32,2.34,0.0,0.77
Camera,47.55,0,6.8,0.2,,26.0,,37.0,,28,50.0,3.08,0.0,0.0,0.0,1.88,1.2,1.03,4.56
UPS,77.28,0,7.68,10.66,,,18.0,,,30,11.0,0.45,0.83,3.91,0.0,2.11,0.0,0.0,0.0
Desktop,86.94,1,6.44,10.1,38.0,27.0,,,32.0,28,27.0,0.0,0.0,0.0,1.12,4.33,0.0,2.15,0.65
Projector,26.3,0,3.24,9.19,,,,50.0,,23,41.0,0.0,2.49,2.21,0.0,0.0,2.73,0.0,0.0
Desktop,40.88,0,1.21,6.37,14.0,47.0,,,39.0,32,21.0,3.83,0.99,3.35,0.0,2.96,3.39,2.85,3.39
Microwave,48.25,1,0.93,6.76,,,,,,20,31.0,3.94,0.1,0.0,2.07,0.0,0.0,1.38,0.26
Accessories,81.02,0,2.66,4.4,,,,,,34,23.0,1.71,4.56,0.0,0.27,1.97,1.81,3.87,1.25
Mobile,64.06,1,6.4,11.49,38.0,46.0,44.0,32.0,,13,10.0,0.0,0.0,3.42,0.0,0.0,0.0,1.61,0.0
Desktop,35.62,1,7.76,2.06,46.0,44.0,,,30.0,14,34.0,4.89,0.92,0.0,1.19,3.4,0.0,1.71,0.0
Tablet,26.29,0,4.18,13.85,10.0,16.0,28.0,16.0,,43,14.0,0.0,0.0,0.0,3.78,0.97,0.0,0.0,3.21
Set-top Box,20.94,0,9.49,5.08,26.0,47.0,,,,30,33.0,1.59,0.75,2.08,0.0,0.0,0.0,4.5,1.36
Coffee Machine,75.85,0,6.95,10.01,,,,,,13,38.0,3.22,1.26,0.0,2.69,4.78,4.91,0.5,0.0
Modem,50.23,1,9.22,2.98,48.0,42.0,,,,18,15.0,2.44,1.36,3.18,0.0,0.0,0.0,0.0,0.7
Modem,59.07,1,2.34,2.24,27.0,16.0,,,,18,50.0,3.59,1.95,0.0,0.0,4.27,4.31,0.0,2.32
Other,63.25,1,1.13,2.46,,,,,,18,45.0,0.0,1.27,2.98,3.06,1.17,4.44,1.61,1.89
Fax Machine,98.04,0,1.02,8.47,,,,27.0,36.0,32,34.0,0.0,2.91,3.07,1.19,4.2,4.55,3.41,0.0
Laptop,38.77,1,2.69,1.56,48.0,13.0,10.0,38.0,17.0,43,43.0,0.68,4.58,0.0,0.0,0.26,4.13,1.56,2.74
Mobile,95.02,1,7.46,11.39,28.0,31.0,31.0,17.0,,49,22.0,4.02,4.88,0.09,3.5,1.8,3.53,4.74,0.99
Server,80.85,1,3.76,12.21,44.0,35.0,,,,35,35.0,2.96,0.84,2.07,2.05,0.0,0.77,0.0,0.0
Smartwatch,73.34,0,6.52,12.34,38.0,48.0,36.0,49.0,,34,,0.0,1.94,0.69,0.21,0.0,1.26,1.92,4.1
Smartwatch,65.93,1,3.04,11.22,14.0,32.0,30.0,41.0,,44,,0.0,4.14,0.0,1.56,0.0,2.75,4.88,0.0
Laptop,60.93,0,8.83,5.04,36.0,50.0,30.0,36.0,34.0,21,48.0,3.9,0.0,1.75,3.01,0.0,2.15,4.69,3.92
Router,59.13,0,8.84,2.7,16.0,25.0,,,,14,21.0,0.0,0.0,0.0,0.0,3.62,2.15,1.09,0.0
Accessories,49.81,1,8.79,2.31,,,,,,14,48.0,2.51,4.24,2.72,0.0,2.65,2.26,1.47,0.0
UPS,61.17,0,3.89,12.08,,,38.0,,,50,16.0,3.0,1.15,0.0,4.52,3.11,0.0,1.49,1.76
Monitor,39.18,1,9.2,0.32,,,,28.0,,29,31.0,0.0,4.19,0.1,0.0,0.0,0.24,1.77,0.0
Router,69.98,1,9.45,5.83,21.0,19.0,,,,45,33.0,3.56,0.0,4.46,0.0,0.0,0.0,4.22,0.0
Tablet,69.28,0,8.34,2.76,34.0,48.0,16.0,25.0,,34,11.0,2.88,0.0,0.0,0.0,1.23,1.84,1.93,2.39
Scanner,50.48,0,7.82,1.54,,,,13.0,,23,14.0,4.03,0.0,2.73,0.0,0.57,0.0,3.41,0.0
Camera,30.44,1,0.59,1.46,,44.0,,17.0,,44,37.0,3.72,0.0,2.4,4.17,0.0,0.0,0.0,0.0
Printer,41.52,1,2.26,1.35,,32.0,,,16.0,25,19.0,3.25,1.38,0.33,0.77,1.66,3.62,1.74,2.86
Set-top Box,57.83,1,0.19,13.01,21.0,31.0,,,,39,25.0,0.0,0.0,3.63,0.0,2.26,3.62,0.0,3.59
Game Console,97.15,0,5.27,13.2,42.0,45.0,,13.0,,21,50.0,0.0,0.82,4.9,0.0,1.84,0.0,1.93,3.74
Camera,24.68,0,4.49,8.75,,30.0,,28.0,,16,43.0,4.41,4.27,1.08,0.0,0.0,0.0,4.61,3.65
Smartwatch,29.71,0,3.21,8.65,15.0,50.0,26.0,21.0,,39,,0.0,4.95,0.0,3.37,4.18,2.17,2.22,0.0
UPS,75.36,0,5.18,10.99,,,47.0,,,14,47.0,0.0,0.0,3.65,3.92,2.23,4.61,2.4,0.35
UPS,37.56,1,0.19,6.39,,,38.0,,,43,11.0,3.94,0.0,4.08,0.0,0.14,0.34,2.4,0.0
Tablet,90.43,1,9.18,2.04,29.0,26.0,15.0,15.0,,40,45.0,3.48,0.0,2.17,0.0,0.0,2.35,0.52,0.08
Fax Machine,28.9,1,5.66,5.85,,,,39.0,50.0,49,31.0,4.61,1.68,4.38,2.18,4.55,4.82,0.0,3.73
Modem,64.52,1,3.33,3.85,49.0,16.0,,,,42,29.0,0.18,0.42,0.91,0.0,4.72,0.92,0.27,4.1
Air Conditioner,96.12,1,7.07,2.24,,,,,,50,39.0,3.66,0.0,1.8,0.88,0.0,0.0,0.0,0.0
Router,67.73,1,3.67,4.56,48.0,19.0,,,,33,11.0,4.93,3.95,0.0,1.75,3.45,0.56,0.0,4.36
Other,85.68,1,1.04,6.81,,,,,,37,26.0,0.0,3.25,0.0,0.0,1.16,1.07,0.0,0.0
Accessories,39.34,1,2.99,2.26,,,,,,12,32.0,0.57,0.0,0.0,0.25,3.45,0.0,0.0,3.33
Washing Machine,68.4,1,1.88,7.81,,,,,,18,20.0,0.63,3.91,0.5,4.08,0.88,2.31,3.64,4.39
Fax Machine,29.75,0,6.53,10.75,,,,12.0,36.0,24,49.0,3.61,2.07,0.0,0.0,1.16,1.79,0.05,0.0
Camera,67.11,0,5.77,1.0,,23.0,,47.0,,29,22.0,3.08,0.12,1.62,0.0,0.0,2.26,0.0,4.29
